GeneSymbol	B cells	T cells	NK cells	Monocytes	Eosinophils	Neutrophils
A1BG	36.2909403825322	17.1071558214385	0	9.75829489557088	358.849126008905	7.00401949483324
A1CF	7.00307243326155	2.31356575006839	6.61494422262548	3.82998635974122	62.626362131927	1.37536990401808
A2LD1	14.538456579307	5.50475556846831	17.7293798040737	10.2161582796458	27.7948863666917	5.07311904206767
A2MP1	0.0777413131827873	1.14925615437106	3.26598265345885	2.38609782290367	15.093137803942	0.708014598811839
A4GNT	9.69231945636063	2.26442926666331	2.40447655759399	5.64240915116652	315.95071197416	1.87831728641647
AA06	3.80824319306582	2.86424535045352	5.1189819321506	3.25133364298675	53.3124706298761	0.909055317023526
AAA1	70.1878376914225	10.1474110865257	6.7817781942005	0.0962013022940589	25.2565501089219	25.5541060422709
AACS	10.4377603521307	10.9479213006658	31.9118141115392	7.141262121648	425.942642345757	5.13587535104875
AACSP1	0	4.97746440592601	0.0569430575123952	5.48273837870794	467.594425746966	2.22900924077616
AADACL2	37.519633111719	5.63532923670111	3.45505497363947	2.23028849082883	45.8479420403015	0.884593033452924
AADACL3	13.8436303747725	5.12537033659654	13.0057545675033	2.81632586337185	278.799884949768	3.31262011192697
AADACL4	30.2156658929813	15.0412389892152	44.7656851861587	13.262473221656	1900.41681075586	5.80081403152953
AAGAB	2262.65738052611	387.991391772446	124.994899236561	102.659865732009	0	176.858085748431
AAK1	51.2022307141099	12.7090308549661	32.3751915258082	17.7534834445192	73.909874659968	7.47868500273031
AAMP	50.7270488686765	43.8171585739382	49.5707517388443	25.053828471238	0	13.1283081925478
AARS	26.6149513266857	12.7169311976174	44.532999571437	21.6404085935679	366.54517668184	6.28842193287463
AARSD1	2.64381560765383	6.71633914109386	17.0366352622543	10.5481307485529	462.045095948871	3.22631474220956
AATF	101.315115027686	23.6218278954008	91.508577554745	38.5908654925386	0	17.5310524916367
AATK	0	0	169.30673813737	95.1863126307607	0	26.4124820713883
ABCA1	83.268557066946	255.900122576585	295.957293517011	590.600821122603	358.203156447085	139.790300219314
ABCA11P	45.7510767622941	8.09465132230399	13.0786103365133	9.85829084245705	773.143790654495	4.99149980643717
ABCA13	37.552767654063	6.18934839494335	6.21605683810253	17.6367650853883	579.313776455362	6.73720161554004
ABCA17P	7.8298110243163	1.46684407303273	8.10462685003462	3.37241590800892	112.476804184808	1.25289647378527
ABCA6	0	4.92346892335863	12.2054418308777	4.56260263120704	147.700389266522	2.13441583662867
ABCA7	677.377801209719	49.6205887143528	288.107356186509	75.9825178011431	1225.46105803222	83.6194863054261
ABCB1	0	6.87117766066883	14.5688018977584	8.84983477346151	445.185593831226	3.25839422636812
ABCB10	11.7303128113041	3.42165234176524	0.0836876952777937	5.49748298006381	0	2.35068842180395
ABCB5	6.23447680575507	2.90046457438869	7.46108141489893	4.89823103018293	77.0152745116439	2.48313751974872
ABCB7	188.397417686319	26.9777122249761	52.5517085313137	21.3301413217702	4055.00967358779	19.6261676886427
ABCB8	9.73058203693949	4.23352509095008	10.4826125211758	5.30318513142924	153.216572041148	2.03163911429196
ABCB9	6.3666468177109	2.11616021324337	6.27775126071793	2.77373021156377	47.2519200676159	1.28505037532432
ABCC10	69.4319576610262	27.950266440018	0	0	319.250350917465	15.5937129899002
ABCC11	9.91038351831428	6.93860202065765	6.05891140952203	14.870909139704	55.1652831205873	1.63913041979076
ABCC13	87.9233252347587	27.9383306478408	0	27.8084214340198	297.950937737496	14.6004654223262
ABCC2	43.1620695587859	9.15750386143904	0	13.6622415107109	441.944504302974	5.3512632628023
ABCC3	55.0865350335251	8.93178451957032	5.35826446064712	15.9843636323543	558.29539654895	7.22505645516295
ABCC5	95.0595397575298	3.21074019758391	385.658416415518	2191.82855656221	0	131.448591864187
ABCC6	42.7038475273776	7.88558652354516	19.4784915540182	10.6286695970962	1225.97239274507	5.59605537326714
ABCC6P1	15.5787538259531	5.88812594778217	20.4522380734235	13.9003044746115	91.7926682645872	4.95064641107378
ABCD1	20.719993549281	5.38515208269373	13.7485633952474	10.4407422350184	457.165584974755	3.73699350671409
ABCD3	8.88999979079998	3.31482640220832	9.16617215482777	6.75868037570038	58.8218861446213	2.66836359730397
ABCE1	24.8413129830854	6.48845106962914	1.89936275198952	7.73030036928373	339.418522755723	3.85522914876398
ABCF1	199.392043033706	31.2231444266803	75.9363106335345	35.4552489304413	4006.29596691498	24.9124075717458
ABCF3	163.242751495109	35.5860127492721	109.831347029498	42.3844500403195	836.657100216327	22.7630513831225
ABCG1	40.5941974971983	2.10681246780427	62.1153533160757	3.34898226631347	450.214745710927	9.31388034931278
ABCG4	40.8972266689285	8.78343645239676	8.8819006007343	13.9050381475569	328.657648373272	4.89655782749004
ABCG8	4.9047830176189	3.13365892457088	10.6204813463263	3.84522844736974	173.673255858659	1.24562628429742
ABHD11	23.8674794608544	4.72139018581689	14.4134191993859	6.73540782624593	410.433995039124	3.57014049089769
ABHD11.AS1	18.1104056091012	7.22151823316953	0.661626682784394	11.9651667466928	260.880419064611	4.12968242174966
ABHD12B	13.1821370544814	2.53981213631201	6.02310418122521	5.3657957138644	54.3306931062774	1.56843394070167
ABHD13	6.39367941658218	4.00343063933287	5.90064633001948	3.1554665183272	10.1645062992038	1.5163162421201
ABHD14B	43.4678256789664	16.0664140629135	32.2033436570373	21.710675401329	0	7.4611375822913
ABHD16A	0	0	31.7639147482222	20.177095396454	287.790865663445	4.20150056589948
ABHD16B	9.61069190383586	3.51066170894107	4.1995114599694	0.0167190211936007	179.104501941116	1.30793425277629
ABHD2	57.0913032081796	0	43.2189791233929	19.5921943370409	188.86457077384	12.2009497000607
ABHD5	0	0	685.833263202622	280.496687032542	0	195.858504838642
ABHD6	39.285696527899	12.2728485272409	47.8692991929339	27.241096234298	0	6.31021820468986
ABI1	12.9456735545427	1.96338871711157	600.31599406053	261.502243848649	14932.8470475826	293.8646268103
ABI3BP	2.22956256535905	1.61633091236649	1.84514420600139	2.0430010275821	43.1510796180063	0.93325375973298
ABL1	36.5463136678019	18.7065330543313	46.5731479591894	22.3553218694467	16.2959880220002	9.17627437770098
ABL2	12.5035802560024	2.90498484488275	9.187512920505	5.04663154944731	109.192157161297	2.92069486592479
ABLIM2	63.8847736236113	20.6535490268021	13.6739393476505	6.60586301723346	47.4865797713094	58.8337851055558
ABO	27.8575941609424	17.314433340724	15.6139918997701	21.8743734404506	169.140871650133	5.51543849272597
ABP1	11.4816975065253	4.47427746777229	14.8600973167626	5.2742042549256	0	2.69503580945563
ABR	223.534207294401	72.1978772224549	295.181491952811	180.25785370912	304.007615736461	60.3827838722042
ABTB1	1055.51486944274	0	1832.04528312845	913.06962034985	765.940104493749	439.494021221455
ABTB2	21.2146100432006	17.2385758031706	28.6404879856972	2.88488771238177	0	6.23558509922894
ACAA1	97.7266002443523	83.7881618586211	280.410534345505	209.271047947745	2864.27180971954	51.7018856141859
ACACA	15.3085413427819	7.60359124089344	19.0608719579078	6.2679813997669	0	2.98911770087193
ACACB	12.3295811515801	13.0757965484609	44.8884077091974	11.9783237222266	1848.68316578109	6.61484820298438
ACAD11	50.2870228456546	7.36211192416196	20.9265045870674	12.5133732919728	594.178846706601	6.40105193887949
ACAD8	14.3746865475682	4.05965417369137	18.143343065745	10.8841349193691	1096.28388565568	4.03076320313898
ACAD9	314.314392727541	244.258320779811	442.449653066758	500.979886767376	90.5781577955076	102.973659891036
ACADM	113.001211666115	11.5268420220866	40.8835753692742	10.1397976110179	367.602163173501	12.1452348150104
ACADS	16.9312257996265	6.77660667013088	13.9718375608901	9.76414176259486	89.9391296388097	4.79909089326691
ACADSB	15.6435895258631	4.71032715594287	16.1016434322591	7.97361789198591	94.0181231108294	2.16813362883763
ACAP1	73.4485781428966	0	117.98566700549	104.62214141548	0	25.7676990475123
ACAP2	46.7665939727722	0	61.6598303121685	38.9897124413441	712.429014788029	11.2102882656216
ACAT1	16.3159382848147	8.59629786143454	14.7920073143033	6.45581934292252	0	1.82991801244272
ACBD3	75.104339520673	19.7069494217268	34.7156286920665	21.5498805823395	1980.81210973196	10.3310301099759
ACBD4	689.06241388056	137.257770162019	0	0	0	94.5760444687399
ACBD5	15.8496815756963	4.09950250363418	14.3367373156011	5.81952143915844	200.343807085734	2.79162775519048
ACBD7	19.3302336304275	3.32529970233163	5.85582932891879	3.22139456227606	58.6900293839349	2.58203589402603
ACCN1	44.3967146400604	9.92232159106466	31.5113085540161	0	0	6.77228436341854
ACCN3	0	11.3323213518637	0	21.8870024513343	1724.57713706184	0.318874131852229
ACCN4	500.990845709452	185.084893024857	0	48.7662234354613	0	111.884316953026
ACCN5	3.77228117535303	1.87109643927983	3.52197401809553	2.61224597535348	63.6057387690428	0.837286132563467
ACCSL	31.8458306628745	6.70801812280161	0	16.1822522145078	115.927718967528	4.50877828552094
ACIN1	78.2473014100857	32.5193599416629	50.1797864364683	48.8854759268234	0	13.8348321565468
ACMSD	7.7068599136763	102.557420308096	384.11497093374	13.4901859770343	132.911639447214	3.46799839893931
ACN9	0	0	46.6766968443292	31.7162713877805	531.153102420828	7.22984293390443
ACOT12	939.490490657005	189.398730585948	0	0	3641.67088659126	94.0268334140206
ACOT13	229.487163159831	46.2633123903285	0	64.9833941606789	9557.43956504118	35.0628934206934
ACOT4	79.9818328802523	15.4368655881122	22.5910792576431	10.0419555116404	2540.55313153805	6.06948186745092
ACOT6	16.474836190875	4.17517046288266	20.226601298951	12.9574067505594	26.7622281128005	2.71519761010996
ACOT7	37.2169461087349	18.6574409353159	30.0065826467701	28.4689110667183	142.430954362083	11.7161543715456
ACOT9	0	9.52837778656965	38.0126415214761	19.1057960761316	251.749010640272	6.38957810331229
ACOX2	0	3.60656028349567	14.7449640670101	9.76868075740801	112.482332836169	2.67820518298226
ACOX3	0	12.0861244764904	28.3347241853741	15.6395778801536	449.781733167311	5.89183553924424
ACOXL	25.7336370389644	4.57558478629245	11.1967406371147	6.38383210670532	659.314286148985	3.75423360636534
ACP1	396.36104631852	119.489198257461	241.769134571442	216.28836537915	248.449000965143	45.4894655041075
ACP2	18.3407954423563	7.60811120665119	17.0058254460969	15.5975138249581	159.361764148238	3.5240608796783
ACP6	11.4266036550726	4.4528750796934	15.0434755886178	6.42247567477109	27.0191226068058	2.63355887408422
ACPL2	28.6115207108375	16.215584699031	33.621368969081	19.3173009383458	55.4001843960583	4.618391084999
ACPP	10.5702810718518	4.07722621790572	10.6362756568791	9.67337750640234	124.583290219403	2.70752060222393
ACR	31.6557796236938	10.7492268574804	0	17.8487530395791	107.876121938466	4.31730428395851
ACRBP	491.201935214783	102.807745462062	0	194.172485008276	489.877064573657	58.7137839802
ACRV1	0	12.9797816115811	0	18.7756612654518	337.500025111172	0.642488532472479
ACSBG2	0	5.76994734727035	9.60774557074947	5.21553838943647	307.750445912964	2.39461779574711
ACSF3	78.0900368109211	21.5629063247319	77.246286718797	44.5965998226193	114.316579925539	16.0518529777145
ACSL1	0	0	1189.57305255556	711.671521366442	0	138.664688261853
ACSL3	0	20.0069429188433	54.2373600183972	19.051087070956	70.2977643433156	6.62368239082526
ACSM4	0	8.4831439015094	24.3170800710224	17.4126654558213	124.103096619846	0.691269100849409
ACSM5	866.506683113256	343.227372905049	0	430.722351099273	0	209.037075148776
ACSS1	86.1415564465393	15.8391163314768	59.2479237784958	24.6299311565759	0	11.727899969067
ACSS3	10.0009098350052	3.69399531332231	8.77705547382783	6.59729053555794	30.8192460667639	1.42254152711064
ACTA2	12.7594872797341	9.11930872619675	18.943010102782	12.4420959814533	0	4.60563754390961
ACTB	672.630903475102	212.982112489067	853.079060053886	473.926830187581	1648.95172000733	134.035583276183
ACTG2	26.1398264588866	11.8083331987254	23.9105756309448	13.0029069200812	262.030663798043	6.02633378210725
ACTL6B	65.2475356129788	21.1613728313186	2.21359482554446	23.1156025188093	594.630614502166	9.65522544354846
ACTL7A	46.9761259473173	10.7850306513975	4.31660739463092	4.21616822363502	178.891958066893	7.61219256859939
ACTL8	22.0969883943018	7.83172045553965	14.8311859183397	11.3883220774731	152.034350672325	5.29190726655198
ACTL9	0	4.76755468984177	3.24338117780868	4.18556653076185	377.060347789352	2.16002611420219
ACTN1	93.5938113895269	0	393.024184746723	171.002054305848	0	45.9959273099237
ACTR10	8.41230599099807	2.83308399758208	12.7659551878166	7.67427240203031	209.713331913224	2.30635183940141
ACTR2	146.568726282471	45.4682207884151	249.35651416579	125.976634298796	2904.90282489109	43.9189889744445
ACTR3C	5.89745213734525	2.31043453748154	9.92394996951096	6.2073382352393	25.1438073652067	2.31057904601311
ACTR5	166.225425398436	44.6503624550566	0	29.873500190952	121.446312322272	23.2521198907655
ACTR6	62.5491326111584	9.96591920005536	34.7023945717283	12.8160588647346	250.57413950305	7.74896363103947
ACTR8	0	30.8644109091121	0	88.2356227572358	7439.92312774269	0
ACTRT2	18.7888341063719	4.39639750063276	12.201505939632	1.19882433532062	103.568205264125	2.97057255784565
ACVR1	22.5898614298985	5.81056136313	19.9275799752636	8.11247332698512	42.5604224172534	3.22314138046948
ACVR1C	3.54831755198327	1.9147522289813	6.79965307902283	1.96158685863924	40.5758823618902	1.00477336223513
ACVR2A	24.2638796962446	2.7831888905533	16.0331666046376	4.78698207698437	94.0377427056704	2.83014646663448
ACY1	95.405615773823	38.8929531093098	97.2309995544988	63.7828708948663	1125.19644343285	17.9341158281463
ACYP1	409.48412866429	43.694418377973	205.349208666977	64.8874498557132	1935.37704129188	47.9057857937437
ADA	566.819251324485	111.533506451007	417.198888356194	134.897199938947	1485.84210844682	113.674648225359
ADAD1	90.1723234025877	25.2715140513831	60.5726357552045	0	0	13.9165336254623
ADAL	192.910384888427	15.969786717727	17.7468652509175	164.129926641872	154.863167827173	9.36984108059028
ADAM1	16.4007445669659	8.13640936586964	16.2130634111524	13.1175960033795	0	5.66695710023237
ADAM10	34.2850021750317	0	43.5730431027899	20.0393157450707	455.251336721316	8.65732103799388
ADAM11	43.6779866287207	26.2695027506674	26.9137969759925	34.0385490515541	0	13.326324638415
ADAM12	0	19.182628543411	31.2383826936941	21.4695571666252	399.829393181271	0.809520863329812
ADAM17	196.738841752995	48.3508211479436	0	0	193.243656780262	25.9498065075102
ADAM18	3.15045545823468	1.14312274614846	3.26966073247643	2.10294690410874	31.5641842373585	0.527478355361759
ADAM20	0	5.75128903356573	14.4526928041341	13.6089291493008	461.009442245822	2.35895991684337
ADAM23	55.3129438602477	8.6620116651014	11.3700328655073	2.42416927009485	211.504914773768	19.4789085153394
ADAM29	16.1029837266131	3.55590995293285	22.1217036504012	0	94.0490425473349	3.32349138828453
ADAM30	39.6694138953338	8.10259705544015	16.9253570721112	9.70198709729659	414.025737916673	2.44967938383408
ADAM32	26.0567233741924	9.71668927842789	15.5763292147887	5.2357108553908	19.3122538947359	1.86161419855385
